Worried,Healthy,Fewfood,Skipped,Ateless,Runout,Hungry,Whlday,WT,wtperson,Urban,Region,country,wave,hhid
,,,,,1,0,0,2564.1714,NA,,1001,1,4,112
0,0,0,0,0,1,0,0,2564.1714,NA,,1001,1,5,112
0,0,0,0,0,1,0,0,2564.1714,NA,,1001,1,6,112
0,0,0,0,0,1,0,0,2564.1714,NA,,1001,1,8,112
1,1,0,0,0,1,0,0,2564.1714,NA,,1001,1,9,112
0,0,0,0,0,0,0,0,2564.1714,NA,,1001,1,10,112
,,,,,,,,2564.1714,NA,,1001,1,11,112
0,0,0,0,0,0,0,0,1463.1166,NA,,1001,1,0,113
,,,,,1,0,0,1542.6353,NA,,1001,1,4,113
0,0,0,0,0,1,0,0,1542.6353,NA,,1001,1,5,113
0,0,0,0,0,0,0,0,1542.6353,NA,,1001,1,6,113
0,0,0,0,0,1,0,0,1542.6353,NA,,1001,1,8,113
0,0,0,0,0,0,0,0,1542.6353,NA,,1001,1,9,113
0,0,0,0,0,0,0,0,1542.6353,NA,,1001,1,10,113
,,,,,,,,1542.6353,NA,,1001,1,11,113
0,0,0,0,0,0,0,0,1577.7488,NA,,1001,1,0,114
,,,,,0,0,0,1688.4503,NA,,1001,1,4,114
0,0,0,0,0,0,0,0,1688.4503,NA,,1001,1,5,114
0,0,0,0,0,0,0,0,1688.4503,NA,,1001,1,6,114
0,0,0,0,0,0,0,0,1688.4503,NA,,1001,1,8,114
0,0,0,0,0,1,0,0,1688.4503,NA,,1001,1,9,114
0,0,0,0,0,1,0,0,1688.4503,NA,,1001,1,10,114
,,,,,,,,1688.4503,NA,,1001,1,11,114
0,0,0,0,0,0,0,0,1463.1166,NA,,1001,1,0,117
,,,,,0,0,0,1570.0997,NA,,1001,1,4,117
0,1,0,0,0,0,0,0,1570.0997,NA,,1001,1,5,117
0,0,0,0,0,0,0,0,1570.0997,NA,,1001,1,6,117
0,0,0,0,0,0,0,0,1570.0997,NA,,1001,1,8,117
0,0,0,0,0,1,0,0,1570.0997,NA,,1001,1,9,117
0,0,0,0,0,0,0,0,1570.0997,NA,,1001,1,10,117
,,,,,,,,1570.0997,NA,,1001,1,11,117
0,0,0,0,0,0,0,0,1958.2771,NA,,1001,1,0,119
,,,,,1,0,0,2101.8364,NA,,1001,1,4,119
1,1,1,0,0,1,0,0,2101.8364,NA,,1001,1,5,119
0,0,0,0,0,0,0,0,2101.8364,NA,,1001,1,6,119
0,1,0,0,0,0,0,0,2101.8364,NA,,1001,1,8,119
0,0,0,0,0,0,0,0,2101.8364,NA,,1001,1,9,119
0,0,0,0,0,0,0,0,2101.8364,NA,,1001,1,10,119
,,,,,,,,2101.8364,NA,,1001,1,11,119
0,0,0,0,0,0,0,0,1577.7488,NA,,1001,1,0,120
,,,,,0,0,0,1579.1382,NA,,1001,1,4,120
0,1,1,0,0,0,0,0,1579.1382,NA,,1001,1,5,120
0,0,0,0,0,1,0,0,1579.1382,NA,,1001,1,6,120
0,0,0,0,0,0,0,0,1579.1382,NA,,1001,1,8,120
0,0,0,0,0,0,0,0,1579.1382,NA,,1001,1,9,120
0,0,0,0,0,1,0,0,1579.1382,NA,,1001,1,10,120
,,,,,,,,1579.1382,NA,,1001,1,11,120
0,0,0,0,0,0,0,0,1463.1166,NA,,1001,1,0,121
,,,,,1,0,0,1542.6353,NA,,1001,1,4,121
1,1,0,0,0,1,0,0,1542.6353,NA,,1001,1,5,121
0,0,0,0,0,1,0,0,1542.6353,NA,,1001,1,6,121
0,1,1,0,0,1,0,0,1542.6353,NA,,1001,1,8,121
0,0,0,0,0,0,0,0,1542.6353,NA,,1001,1,9,121
0,0,0,0,0,0,0,0,1542.6353,NA,,1001,1,10,121
,,,,,,,,1542.6353,NA,,1001,1,11,121
0,0,0,0,0,0,0,0,3239.2292,NA,,1001,1,0,122
,,,,,1,1,1,3277.6631,NA,,1001,1,4,122
1,1,1,1,1,1,0,1,3277.6631,NA,,1001,1,5,122
0,1,0,0,0,0,0,0,6187.2891,NA,0,1001,1,0,123
,,,,,1,0,0,6762.8633,NA,0,1001,1,4,123
1,1,1,0,0,1,0,0,6762.8633,NA,0,1001,1,5,123
1,0,0,0,0,1,0,0,6762.8633,NA,0,1001,1,6,123
0,0,0,0,0,0,0,0,6762.8633,NA,0,1001,1,8,123
0,0,0,0,0,0,0,0,6762.8633,NA,0,1001,1,9,123
0,0,0,0,0,0,0,0,6762.8633,NA,0,1001,1,10,123
,,,,,,,,6762.8633,NA,0,1001,1,11,123
0,0,0,0,0,0,0,0,5193.6016,NA,0,1001,1,0,127
,,,,,1,0,0,5815.8789,NA,0,1001,1,4,127
1,0,0,0,0,1,0,0,5815.8789,NA,0,1001,1,5,127
1,1,1,1,1,1,0,0,5815.8789,NA,0,1001,1,6,127
1,1,1,0,0,1,0,0,5815.8789,NA,0,1001,1,8,127
1,1,1,0,0,1,0,0,5815.8789,NA,0,1001,1,9,127
1,1,1,0,0,0,0,0,5815.8789,NA,0,1001,1,10,127
,,,,,,,,5815.8789,NA,0,1001,1,11,127
0,0,0,0,0,0,0,0,4496.9912,NA,0,1001,1,0,135
,,,,,1,0,0,4929.1479,NA,0,1001,1,4,135
0,0,0,0,0,0,0,0,4929.1479,NA,0,1001,1,5,135
0,0,0,0,0,1,0,0,4929.1479,NA,0,1001,1,6,135
0,1,0,0,0,0,0,0,4929.1479,NA,0,1001,1,8,135
0,0,0,0,0,0,0,0,4929.1479,NA,0,1001,1,9,135
0,0,0,0,0,0,0,0,4929.1479,NA,0,1001,1,10,135
,,,,,,,,4929.1479,NA,0,1001,1,11,135
0,0,0,0,0,0,0,0,4496.9912,NA,0,1001,1,0,136
,,,,,0,0,0,5248.6836,NA,0,1001,1,4,136
1,0,0,0,0,1,0,0,5248.6836,NA,0,1001,1,5,136
1,1,1,0,1,1,0,0,5248.6836,NA,0,1001,1,6,136
1,1,1,1,1,1,1,1,5248.6836,NA,0,1001,1,8,136
1,1,1,1,1,1,1,1,5248.6836,NA,0,1001,1,9,136
1,1,1,1,1,1,1,1,5248.6836,NA,0,1001,1,10,136
,,,,,,,,5248.6836,NA,0,1001,1,11,136
0,0,0,0,0,0,0,0,5337.2222,NA,0,1001,1,0,139
,,,,,1,0,0,5893.4756,NA,0,1001,1,4,139
1,1,1,0,1,1,0,0,5893.4756,NA,0,1001,1,5,139
1,1,1,1,1,1,0,0,5893.4756,NA,0,1001,1,6,139
0,0,0,0,0,1,0,0,5893.4756,NA,0,1001,1,8,139
0,0,0,0,0,1,0,0,5893.4756,NA,0,1001,1,9,139
0,0,0,0,0,0,0,0,5893.4756,NA,0,1001,1,10,139
,,,,,,,,5893.4756,NA,0,1001,1,11,139
0,0,1,1,1,0,1,0,2748.4587,NA,,1001,1,0,145
,,,,,1,1,1,2705.186,NA,,1001,1,4,145
1,1,1,1,1,1,0,0,2705.186,NA,,1001,1,5,145
1,1,1,1,1,1,0,1,2705.186,NA,,1001,1,6,145
1,1,1,0,0,1,0,0,2705.186,NA,,1001,1,8,145
1,1,1,1,1,1,1,1,2705.186,NA,,1001,1,9,145
0,0,0,0,0,1,0,0,2705.186,NA,,1001,1,10,145
,,,,,,,,2705.186,NA,,1001,1,11,145
0,0,0,0,0,0,0,0,1587.7111,NA,,1001,1,0,146
,,,,,1,0,0,1662.1665,NA,,1001,1,4,146
0,1,0,0,0,1,0,0,1662.1665,NA,,1001,1,5,146
1,1,1,1,1,1,0,0,1662.1665,NA,,1001,1,6,146
1,1,1,0,0,1,0,0,1662.1665,NA,,1001,1,8,146
1,1,1,0,0,1,0,0,1662.1665,NA,,1001,1,9,146
0,1,1,0,0,1,0,0,1662.1665,NA,,1001,1,10,146
,,,,,,,,1662.1665,NA,,1001,1,11,146
0,0,0,0,0,0,0,0,1587.7111,NA,,1001,1,0,149
,,,,,1,0,0,1605.8003,NA,,1001,1,4,149
0,0,0,0,0,1,0,0,1605.8003,NA,,1001,1,5,149
0,0,0,0,0,1,0,0,1605.8003,NA,,1001,1,6,149
0,0,0,0,0,0,0,0,1605.8003,NA,,1001,1,8,149
1,0,0,0,0,1,0,0,1605.8003,NA,,1001,1,9,149
1,1,1,1,0,1,0,0,1605.8003,NA,,1001,1,10,149
,,,,,,,,1605.8003,NA,,1001,1,11,149
0,0,0,0,0,0,0,0,2315.7729,NA,,1001,1,0,150
,,,,,0,0,0,2580.3623,NA,,1001,1,4,150
1,1,1,0,0,1,0,0,2580.3623,NA,,1001,1,5,150
0,1,1,0,0,1,0,0,2580.3623,NA,,1001,1,6,150
0,0,0,0,0,0,0,0,2580.3623,NA,,1001,1,8,150
1,1,0,0,0,1,0,0,2580.3623,NA,,1001,1,9,150
1,0,0,0,0,1,0,0,2580.3623,NA,,1001,1,10,150
,,,,,,,,2580.3623,NA,,1001,1,11,150
0,0,0,0,0,0,0,0,1736.8641,NA,,1001,1,0,151
,,,,,1,0,0,1880.0559,NA,,1001,1,4,151
0,0,0,0,0,0,0,0,1880.0559,NA,,1001,1,5,151
1,1,1,1,1,1,0,1,1880.0559,NA,,1001,1,6,151
0,0,0,0,0,0,0,0,1880.0559,NA,,1001,1,8,151
1,0,0,0,0,1,0,0,1880.0559,NA,,1001,1,9,151
0,0,0,0,0,1,0,0,1880.0559,NA,,1001,1,10,151
,,,,,,,,1880.0559,NA,,1001,1,11,151
0,0,0,0,0,0,0,0,2315.7729,NA,,1001,1,0,152
,,,,,1,0,0,2506.2842,NA,,1001,1,4,152
1,1,1,1,1,1,0,0,2506.2842,NA,,1001,1,5,152
1,1,1,1,1,1,1,1,2506.2842,NA,,1001,1,6,152
1,1,0,0,0,1,0,0,2506.2842,NA,,1001,1,8,152
1,1,1,1,0,0,0,0,2506.2842,NA,,1001,1,9,152
1,1,1,0,0,1,0,0,2506.2842,NA,,1001,1,10,152
,,,,,,,,2506.2842,NA,,1001,1,11,152
0,0,0,0,0,0,0,0,1736.8641,NA,,1001,1,0,153
,,,,,1,0,0,1880.0559,NA,,1001,1,4,153
1,1,1,1,1,1,1,0,1880.0559,NA,,1001,1,5,153
1,1,1,1,1,1,0,0,1880.0559,NA,,1001,1,6,153
0,1,0,0,0,1,0,0,1880.0559,NA,,1001,1,8,153
1,1,1,1,1,1,0,1,1880.0559,NA,,1001,1,9,153
1,1,1,0,0,1,0,0,1880.0559,NA,,1001,1,10,153
,,,,,,,,1880.0559,NA,,1001,1,11,153
0,0,0,0,0,0,0,0,1736.8641,NA,,1001,1,0,154
,,,,,0,0,0,1880.0559,NA,,1001,1,4,154
0,0,0,0,0,0,0,0,1880.0559,NA,,1001,1,5,154
1,1,1,1,1,1,0,1,1880.0559,NA,,1001,1,6,154
1,1,0,0,0,1,0,0,1880.0559,NA,,1001,1,8,154
1,1,1,1,1,1,0,1,1880.0559,NA,,1001,1,9,154
0,0,0,0,0,0,0,0,1880.0559,NA,,1001,1,10,154
,,,,,,,,1880.0559,NA,,1001,1,11,154
1,0,0,0,0,0,0,0,1970.6422,NA,,1001,1,0,155
,,,,,1,1,1,2165.7927,NA,,1001,1,4,155
1,1,1,1,1,1,1,1,2165.7927,NA,,1001,1,5,155
1,1,1,1,1,1,0,1,2165.7927,NA,,1001,1,6,155
1,1,1,1,1,1,1,1,2165.7927,NA,,1001,1,8,155
1,1,1,1,1,1,0,0,2165.7927,NA,,1001,1,9,155
1,1,1,1,1,1,1,1,2165.7927,NA,,1001,1,10,155
,,,,,,,,2165.7927,NA,,1001,1,11,155
0,0,0,0,0,0,0,0,1736.8641,NA,,1001,1,0,158
,,,,,1,0,0,1930.7406,NA,,1001,1,4,158
1,1,1,1,1,1,1,1,1930.7406,NA,,1001,1,5,158
0,0,0,0,0,1,0,0,1930.7406,NA,,1001,1,6,158
1,1,1,1,0,1,0,0,1930.7406,NA,,1001,1,8,158
1,1,0,0,0,1,0,0,1930.7406,NA,,1001,1,9,158
1,1,1,0,0,1,0,0,1930.7406,NA,,1001,1,10,158
,,,,,,,,1930.7406,NA,,1001,1,11,158
0,0,0,0,0,0,0,0,1472.355,NA,,1001,1,0,159
,,,,,1,0,0,1552.3756,NA,,1001,1,4,159
1,1,1,0,1,0,0,0,1552.3756,NA,,1001,1,5,159
1,1,1,1,0,1,0,0,1552.3756,NA,,1001,1,6,159
1,1,0,0,0,1,0,0,1552.3756,NA,,1001,1,8,159
1,1,0,0,0,1,0,0,1552.3756,NA,,1001,1,9,159
1,1,1,0,0,1,0,0,1552.3756,NA,,1001,1,10,159
,,,,,,,,1552.3756,NA,,1001,1,11,159
0,1,1,0,1,0,1,0,7458.2515,NA,0,1001,1,0,164
,,,,,1,0,0,9507.9287,NA,0,1001,1,4,164
1,1,1,1,0,1,0,0,9507.9287,NA,0,1001,1,5,164
1,1,1,1,1,1,0,1,9507.9287,NA,0,1001,1,6,164
1,1,1,1,1,1,1,1,9507.9287,NA,0,1001,1,8,164
1,1,1,1,0,1,0,0,9507.9287,NA,0,1001,1,9,164
1,1,1,1,1,1,1,1,9507.9287,NA,0,1001,1,10,164
,,,,,,,,9507.9287,NA,0,1001,1,11,164
0,0,0,0,0,0,0,0,8885.2324,NA,0,1001,1,0,166
,,,,,1,0,0,9424.0947,NA,0,1001,1,4,166
1,0,1,0,0,1,0,0,9424.0947,NA,0,1001,1,5,166
1,1,1,1,1,1,1,1,9424.0947,NA,0,1001,1,6,166
1,1,1,0,0,1,0,0,9424.0947,NA,0,1001,1,8,166
1,1,1,0,0,1,0,0,9424.0947,NA,0,1001,1,9,166
0,0,0,0,0,0,0,0,4870.9795,NA,0,1001,1,0,173
,,,,,1,0,0,5513.1543,NA,0,1001,1,4,173
1,0,1,1,1,1,1,1,5513.1543,NA,0,1001,1,5,173
1,1,0,0,1,1,0,0,5513.1543,NA,0,1001,1,6,173
1,1,0,0,0,1,0,0,5513.1543,NA,0,1001,1,8,173
1,1,1,1,1,1,1,1,5513.1543,NA,0,1001,1,9,173
1,1,1,0,0,1,0,0,5513.1543,NA,0,1001,1,10,173
,,,,,,,,5513.1543,NA,0,1001,1,11,173
0,0,0,0,0,0,0,0,13343.9,NA,0,1001,1,0,176
,,,,,1,0,0,15043.703,NA,0,1001,1,4,176
0,0,0,0,0,0,0,0,15043.703,NA,0,1001,1,5,176
1,1,1,1,1,1,0,1,15043.703,NA,0,1001,1,6,176
1,1,0,1,1,1,1,1,15043.703,NA,0,1001,1,8,176
0,1,0,0,0,1,0,0,15043.703,NA,0,1001,1,9,176
0,0,0,0,0,0,0,0,15043.703,NA,0,1001,1,10,176
,,,,,,,,15043.703,NA,0,1001,1,11,176
1,1,0,0,0,0,1,0,5781.0874,NA,0,1001,1,0,177
,,,,,1,0,0,6252.1221,NA,0,1001,1,4,177
1,1,1,1,0,1,0,0,6252.1221,NA,0,1001,1,5,177
1,1,1,0,0,1,0,0,6252.1221,NA,0,1001,1,6,177
1,1,1,1,1,1,0,1,6252.1221,NA,0,1001,1,8,177
0,1,1,0,0,0,0,0,6252.1221,NA,0,1001,1,9,177
0,1,0,0,0,1,0,0,6252.1221,NA,0,1001,1,10,177
,,,,,,,,6252.1221,NA,0,1001,1,11,177
0,0,0,0,0,0,0,0,5781.0874,NA,0,1001,1,0,178
,,,,,1,0,0,5623.0493,NA,0,1001,1,4,178
0,0,0,0,0,0,0,0,5623.0493,NA,0,1001,1,5,178
1,1,1,1,1,1,1,1,5623.0493,NA,0,1001,1,6,178
1,1,1,1,1,1,1,1,5623.0493,NA,0,1001,1,8,178
1,1,1,1,1,1,0,0,5623.0493,NA,0,1001,1,9,178
1,1,1,1,1,1,0,1,5623.0493,NA,0,1001,1,10,178
,,,,,,,,5623.0493,NA,0,1001,1,11,178
0,0,0,0,0,0,0,0,6470.4355,NA,0,1001,1,0,181
,,,,,0,0,0,7978.8296,NA,0,1001,1,4,181
0,0,0,0,0,0,0,0,7978.8296,NA,0,1001,1,5,181
0,0,0,0,0,0,0,0,7978.8296,NA,0,1001,1,6,181
0,0,0,0,0,0,0,0,7978.8296,NA,0,1001,1,8,181
0,0,0,0,0,0,0,0,7978.8296,NA,0,1001,1,9,181
0,0,0,0,0,0,0,0,7978.8296,NA,0,1001,1,10,181
,,,,,,,,7978.8296,NA,0,1001,1,11,181
0,0,0,0,0,0,0,0,8968.8291,NA,0,1001,1,0,182
,,,,,0,0,0,16296.22,NA,0,1001,1,4,182
0,1,1,0,0,0,0,0,16296.22,NA,0,1001,1,5,182
0,1,1,0,1,0,0,0,16296.22,NA,0,1001,1,6,182
0,1,1,0,0,0,0,0,16296.22,NA,0,1001,1,8,182
0,1,1,0,0,0,0,0,16296.22,NA,0,1001,1,9,182
0,1,1,0,0,0,0,0,16296.22,NA,0,1001,1,10,182
,,,,,,,,16296.22,NA,0,1001,1,11,182
,,,,,,,,16296.22,NA,0,1001,1,14,182
0,0,0,0,0,0,0,0,5455.6621,NA,0,1001,1,0,184
,,,,,0,0,0,5868.9268,NA,0,1001,1,4,184
1,1,1,1,1,0,0,0,5868.9268,NA,0,1001,1,5,184
1,1,1,1,1,0,0,0,5868.9268,NA,0,1001,1,6,184
1,1,1,1,1,0,0,0,5868.9268,NA,0,1001,1,8,184
1,1,1,1,1,0,0,0,5868.9268,NA,0,1001,1,9,184
1,1,1,1,1,0,0,0,5868.9268,NA,0,1001,1,10,184
0,0,0,0,0,0,0,0,8968.8291,NA,0,1001,1,0,185
,,,,,0,1,0,10059.891,NA,0,1001,1,4,185
1,1,1,0,1,0,0,0,10059.891,NA,0,1001,1,5,185
1,1,1,1,1,0,0,0,10059.891,NA,0,1001,1,6,185
1,1,1,1,1,0,0,0,10059.891,NA,0,1001,1,8,185
1,1,1,1,1,0,0,0,10059.891,NA,0,1001,1,9,185
1,1,1,1,1,0,0,0,10059.891,NA,0,1001,1,10,185
,,,,,,,,10059.891,NA,0,1001,1,11,185
1,0,0,0,0,0,0,0,4596.7852,NA,0,1001,1,0,186
,,,,,0,0,0,4894.8779,NA,0,1001,1,4,186
0,1,1,0,0,0,0,0,4894.8779,NA,0,1001,1,5,186
1,1,1,0,0,0,0,0,4894.8779,NA,0,1001,1,6,186
0,1,1,0,0,0,0,0,4894.8779,NA,0,1001,1,9,186
1,1,1,0,0,0,0,0,4894.8779,NA,0,1001,1,10,186
0,0,0,0,0,0,0,0,5420.8452,NA,0,1001,1,0,187
,,,,,0,0,0,5924.8745,NA,0,1001,1,4,187
1,0,0,0,0,0,0,0,5924.8745,NA,0,1001,1,5,187
0,1,0,0,0,0,0,0,5924.8745,NA,0,1001,1,6,187
0,0,0,0,0,0,0,0,5924.8745,NA,0,1001,1,8,187
0,0,0,0,0,0,0,0,5924.8745,NA,0,1001,1,9,187
1,0,0,0,0,0,0,0,5924.8745,NA,0,1001,1,10,187
,,,,,,,,5924.8745,NA,0,1001,1,11,187
0,0,0,0,0,0,0,0,4596.7852,NA,0,1001,1,0,188
,,,,,0,0,0,5202.811,NA,0,1001,1,4,188
1,0,0,0,0,0,0,0,5202.811,NA,0,1001,1,5,188
1,0,0,0,0,0,0,0,5202.811,NA,0,1001,1,6,188
1,1,1,0,0,0,0,0,5202.811,NA,0,1001,1,8,188
1,0,1,0,0,0,0,0,5202.811,NA,0,1001,1,9,188
1,1,1,0,0,0,0,0,5202.811,NA,0,1001,1,10,188
,,,,,,,,5202.811,NA,0,1001,1,11,188
0,0,0,0,0,0,0,0,5455.6621,NA,0,1001,1,0,190
,,,,,0,0,0,5716.6201,NA,0,1001,1,4,190
1,0,1,0,0,0,0,0,5716.6201,NA,0,1001,1,5,190
1,1,1,0,0,0,0,0,5716.6201,NA,0,1001,1,6,190
1,1,1,0,0,0,0,0,5716.6201,NA,0,1001,1,8,190
0,0,0,0,0,0,0,0,5716.6201,NA,0,1001,1,9,190
1,1,1,0,0,0,0,0,5716.6201,NA,0,1001,1,10,190
,,,,,,,,5716.6201,NA,0,1001,1,11,190
0,0,0,0,0,0,0,0,6150.4785,NA,0,1001,1,0,191
,,,,,0,0,0,7267.2432,NA,0,1001,1,4,191
0,0,0,0,0,0,0,0,7267.2432,NA,0,1001,1,5,191
0,0,0,0,0,0,0,0,7267.2432,NA,0,1001,1,6,191
0,1,1,0,0,0,0,0,7267.2432,NA,0,1001,1,8,191
0,1,1,0,0,0,0,0,7267.2432,NA,0,1001,1,9,191
0,1,1,0,0,0,0,0,7267.2432,NA,0,1001,1,10,191
,,,,,,,,7267.2432,NA,0,1001,1,11,191
0,0,0,1,0,0,0,1,13145.188,NA,0,1001,1,0,220
,,,,,0,0,0,13317.278,NA,0,1001,1,4,220
1,1,1,1,1,0,0,0,13317.278,NA,0,1001,1,6,220
0,0,0,0,0,0,0,0,9362.2842,NA,0,1001,1,0,224
,,,,,0,0,0,9455.1309,NA,0,1001,1,4,224
1,1,1,1,1,0,0,0,9455.1309,NA,0,1001,1,6,224
0,0,0,0,0,0,0,0,2641.7849,NA,,1001,1,0,228
,,,,,0,0,0,3175.238,NA,,1001,1,4,228
0,1,1,0,0,1,0,0,3175.238,NA,,1001,1,5,228
0,1,1,0,0,1,0,0,3175.238,NA,,1001,1,6,228
0,0,0,0,0,0,0,0,3175.238,NA,,1001,1,8,228
0,0,0,0,0,0,0,0,3175.238,NA,,1001,1,9,228
0,0,0,0,0,1,0,0,3175.238,NA,,1001,1,10,228
,,,,,,,,3175.238,NA,,1001,1,11,228
,,,,,,,,3175.238,NA,,1001,1,14,228
0,0,0,0,0,0,0,0,2641.7849,NA,,1001,1,0,229
,,,,,1,0,0,4344.9858,NA,,1001,1,4,229
0,0,0,0,0,0,0,0,4344.9858,NA,,1001,1,5,229
0,1,0,0,0,1,0,0,4344.9858,NA,,1001,1,6,229
0,0,0,0,0,0,0,0,4344.9858,NA,,1001,1,8,229
0,0,0,0,0,0,0,0,4344.9858,NA,,1001,1,9,229
0,0,0,0,0,0,0,0,4344.9858,NA,,1001,1,10,229
,,,,,,,,4344.9858,NA,,1001,1,11,229
,,,,,,,,4344.9858,NA,,1001,1,12,229
,,,,,,,,4344.9858,NA,,1001,1,13,229
,,,,,,,,4344.9858,NA,,1001,1,14,229
,,,,,,,,4344.9858,NA,,1001,1,16,229
0,0,0,0,0,0,0,0,2414.9219,NA,,1001,1,0,230
,,,,,1,1,1,2584.363,NA,,1001,1,4,230
1,1,0,1,1,1,0,0,2584.363,NA,,1001,1,5,230
0,0,0,0,0,1,0,0,2584.363,NA,,1001,1,6,230
0,1,0,0,0,1,0,0,2584.363,NA,,1001,1,8,230
0,0,0,0,0,0,0,0,2584.363,NA,,1001,1,9,230
0,1,0,0,0,1,0,0,2584.363,NA,,1001,1,10,230
,,,,,,,,2584.363,NA,,1001,1,11,230
1,0,0,0,0,0,0,0,2997.363,NA,,1001,1,0,231
,,,,,1,1,1,3294.1887,NA,,1001,1,4,231
1,0,0,1,1,1,0,0,3294.1887,NA,,1001,1,5,231
0,1,1,1,1,1,0,0,3294.1887,NA,,1001,1,6,231
0,0,0,0,0,0,0,0,3294.1887,NA,,1001,1,8,231
0,1,0,0,0,1,0,0,3294.1887,NA,,1001,1,9,231
0,0,1,0,0,1,0,0,3294.1887,NA,,1001,1,10,231
,,,,,,,,3294.1887,NA,,1001,1,11,231
0,0,0,0,0,0,0,0,3522.3101,NA,,1001,1,0,233
,,,,,1,0,0,3924.7524,NA,,1001,1,4,233
0,1,1,0,0,1,0,0,3924.7524,NA,,1001,1,5,233
1,1,1,1,0,1,0,0,3924.7524,NA,,1001,1,6,233
1,1,0,0,0,1,0,0,3924.7524,NA,,1001,1,8,233
1,1,0,0,0,1,0,0,3924.7524,NA,,1001,1,9,233
0,1,1,0,0,1,0,0,3924.7524,NA,,1001,1,10,233
,,,,,,,,3924.7524,NA,,1001,1,11,233
0,0,0,0,0,0,0,0,2997.363,NA,,1001,1,0,234
,,,,,0,0,0,3294.1887,NA,,1001,1,4,234
0,0,0,0,0,0,0,0,3294.1887,NA,,1001,1,5,234
0,0,0,0,0,1,0,0,3294.1887,NA,,1001,1,6,234
0,0,0,0,0,0,0,0,3294.1887,NA,,1001,1,8,234
0,0,0,0,0,0,0,0,3294.1887,NA,,1001,1,9,234
0,0,0,0,0,1,0,0,3294.1887,NA,,1001,1,10,234
,,,,,,,,3294.1887,NA,,1001,1,11,234
0,0,0,0,0,0,0,0,2641.7849,NA,,1001,1,0,235
,,,,,0,0,0,2811.1182,NA,,1001,1,4,235
0,0,0,0,0,0,0,0,2811.1182,NA,,1001,1,5,235
0,0,0,0,0,0,0,0,2811.1182,NA,,1001,1,6,235
0,0,0,0,0,0,0,0,2811.1182,NA,,1001,1,8,235
0,0,0,0,0,0,0,0,2811.1182,NA,,1001,1,9,235
0,0,0,0,0,0,0,0,2811.1182,NA,,1001,1,10,235
,,,,,,,,2811.1182,NA,,1001,1,11,235
0,0,0,0,0,0,0,0,2997.363,NA,,1001,1,0,237
,,,,,0,0,0,3083.7563,NA,,1001,1,4,237
0,0,0,0,0,0,0,0,3083.7563,NA,,1001,1,5,237
0,0,0,0,0,1,0,0,3083.7563,NA,,1001,1,6,237
0,0,0,0,0,0,0,0,3083.7563,NA,,1001,1,8,237
0,1,0,0,0,1,0,0,3083.7563,NA,,1001,1,9,237
0,1,1,1,0,1,0,0,3083.7563,NA,,1001,1,10,237
,,,,,,,,3083.7563,NA,,1001,1,11,237
0,0,0,0,0,0,0,0,4958.0044,NA,,1001,1,0,238
,,,,,0,0,0,6007.6226,NA,,1001,1,4,238
1,1,1,0,1,1,0,0,6007.6226,NA,,1001,1,5,238
0,0,0,0,0,0,0,0,6007.6226,NA,,1001,1,6,238
0,0,0,0,0,0,0,0,6007.6226,NA,,1001,1,8,238
0,0,0,0,0,0,0,0,6007.6226,NA,,1001,1,9,238
0,0,0,0,0,0,0,0,6007.6226,NA,,1001,1,10,238
,,,,,,,,6007.6226,NA,,1001,1,11,238
,,,,,,,,6007.6226,NA,,1001,1,14,238
0,0,0,0,0,0,0,0,2641.7849,NA,,1001,1,0,240
,,,,,1,0,0,2859.5808,NA,,1001,1,4,240
1,1,1,1,1,1,0,0,2859.5808,NA,,1001,1,5,240
1,1,1,1,0,1,0,0,2859.5808,NA,,1001,1,6,240
1,1,0,0,0,0,0,0,2859.5808,NA,,1001,1,8,240
1,1,0,0,0,1,0,0,2859.5808,NA,,1001,1,9,240
0,1,0,0,0,0,0,0,2859.5808,NA,,1001,1,10,240
,,,,,,,,2859.5808,NA,,1001,1,11,240
0,0,0,0,0,0,0,0,2641.7849,NA,,1001,1,0,241
,,,,,1,0,0,2859.5808,NA,,1001,1,4,241
0,0,0,0,0,0,0,0,2859.5808,NA,,1001,1,5,241
0,1,1,1,1,1,0,0,2859.5808,NA,,1001,1,6,241
1,1,0,0,0,1,0,0,2859.5808,NA,,1001,1,8,241
1,0,0,0,0,0,0,0,2859.5808,NA,,1001,1,9,241
1,1,1,0,0,1,0,0,2859.5808,NA,,1001,1,10,241
,,,,,,,,2859.5808,NA,,1001,1,11,241
0,0,0,0,0,0,0,0,2414.9219,NA,,1001,1,0,242
,,,,,1,1,1,2434.748,NA,,1001,1,4,242
0,0,0,0,0,1,0,0,2434.748,NA,,1001,1,5,242
0,0,0,0,0,0,0,0,8771.8232,NA,0,1001,1,0,243
,,,,,0,0,0,9838.9189,NA,0,1001,1,4,243
1,0,1,0,0,0,0,0,9838.9189,NA,0,1001,1,5,243
1,1,1,0,0,0,0,0,9838.9189,NA,0,1001,1,6,243
1,1,1,0,0,0,0,0,9838.9189,NA,0,1001,1,8,243
1,1,1,0,0,0,0,0,9838.9189,NA,0,1001,1,9,243
1,1,1,0,0,0,0,0,9838.9189,NA,0,1001,1,10,243
,,,,,,,,9838.9189,NA,0,1001,1,11,243
0,0,0,1,1,0,0,0,6328.3081,NA,0,1001,1,0,244
,,,,,0,0,0,7040.2607,NA,0,1001,1,4,244
