Worried,Healthy,Fewfood,Skipped,Ateless,Runout,Hungry,Whlday,WT,wtperson,Urban,Region,country,wave,hhid
,,,,,,,,1816.9813,NA,,3024,3,10,12488
0,0,0,0,0,0,0,0,1624.2704,NA,,3024,3,0,12489
,,,1,,0,,0,2009.9717,NA,,3024,3,5,12489
0,0,0,0,0,0,0,0,2009.9717,NA,,3024,3,6,12489
,,,,,,,,2009.9717,NA,,3024,3,7,12489
0,0,0,0,0,0,0,0,2009.9717,NA,,3024,3,8,12489
,,,,,,,,2009.9717,NA,,3024,3,9,12489
,,,,,,,,2009.9717,NA,,3024,3,10,12489
0,0,0,0,0,0,0,0,2009.9717,NA,,3024,3,11,12489
,,,,,,,,2009.9717,NA,,3024,3,12,12489
,,,,,,,,2009.9717,NA,,3024,3,13,12489
,,,,,,,,2009.9717,NA,,3024,3,14,12489
,,,,,,,,2009.9717,NA,,3024,3,15,12489
,,,,,,,,2009.9717,NA,,3024,3,16,12489
0,1,1,0,0,0,0,0,4675.8477,NA,,3024,3,0,12492
,,,1,,0,,0,5285.1611,NA,,3024,3,5,12492
0,1,0,1,1,0,0,0,5285.1611,NA,,3024,3,6,12492
,,,,,,,,5285.1611,NA,,3024,3,7,12492
0,0,0,0,0,0,0,0,5285.1611,NA,,3024,3,8,12492
,,,,,,,,5285.1611,NA,,3024,3,9,12492
,,,,,,,,5285.1611,NA,,3024,3,10,12492
0,0,0,0,0,0,0,0,5285.1611,NA,,3024,3,11,12492
,,,,,,,,5285.1611,NA,,3024,3,12,12492
,,,,,,,,5285.1611,NA,,3024,3,13,12492
,,,,,,,,5285.1611,NA,,3024,3,14,12492
,,,,,,,,5285.1611,NA,,3024,3,15,12492
0,0,0,0,0,0,0,0,6250.4585,NA,,3024,3,0,12494
,,,1,,1,,1,6090.936,NA,,3024,3,5,12494
1,1,1,1,1,1,1,0,6090.936,NA,,3024,3,6,12494
,,,,,,,,6090.936,NA,,3024,3,7,12494
1,1,1,1,1,1,1,0,6090.936,NA,,3024,3,8,12494
,,,,,,,,6090.936,NA,,3024,3,9,12494
,,,,,,,,6090.936,NA,,3024,3,10,12494
0,0,0,0,0,0,0,0,6090.936,NA,,3024,3,11,12494
,,,,,,,,6090.936,NA,,3024,3,12,12494
,,,,,,,,6090.936,NA,,3024,3,13,12494
,,,,,,,,6090.936,NA,,3024,3,14,12494
,,,,,,,,6090.936,NA,,3024,3,15,12494
1,1,0,0,0,0,0,0,4603.0254,NA,,3024,3,0,12497
,,,0,,0,,0,5125.188,NA,,3024,3,5,12497
1,1,1,1,1,1,0,0,5125.188,NA,,3024,3,6,12497
,,,,,,,,5125.188,NA,,3024,3,7,12497
1,1,1,1,1,1,1,0,5125.188,NA,,3024,3,8,12497
,,,,,,,,5125.188,NA,,3024,3,9,12497
,,,,,,,,5125.188,NA,,3024,3,10,12497
0,0,1,1,1,0,1,0,5125.188,NA,,3024,3,11,12497
,,,,,,,,5125.188,NA,,3024,3,12,12497
,,,,,,,,5125.188,NA,,3024,3,13,12497
,,,,,,,,5125.188,NA,,3024,3,14,12497
,,,,,,,,5125.188,NA,,3024,3,15,12497
,,,,,,,,5125.188,NA,,3024,3,16,12497
0,0,0,0,0,0,0,0,4934.1484,NA,,3024,3,0,12500
,,,1,,1,,1,5732.0342,NA,,3024,3,5,12500
1,1,1,1,0,1,1,1,5732.0342,NA,,3024,3,6,12500
,,,,,,,,5732.0342,NA,,3024,3,7,12500
0,0,0,0,0,0,0,0,5732.0342,NA,,3024,3,8,12500
,,,,,,,,5732.0342,NA,,3024,3,9,12500
,,,,,,,,5732.0342,NA,,3024,3,10,12500
0,0,0,0,1,0,0,0,5732.0342,NA,,3024,3,11,12500
,,,,,,,,5732.0342,NA,,3024,3,12,12500
,,,,,,,,5732.0342,NA,,3024,3,13,12500
,,,,,,,,5732.0342,NA,,3024,3,14,12500
,,,,,,,,5732.0342,NA,,3024,3,15,12500
0,0,0,0,0,0,0,0,4890.0396,NA,,3024,3,0,12501
,,,0,,0,,0,5393.9941,NA,,3024,3,5,12501
0,0,0,0,0,0,0,0,5393.9941,NA,,3024,3,6,12501
,,,,,,,,5393.9941,NA,,3024,3,7,12501
0,0,0,0,0,0,0,0,5393.9941,NA,,3024,3,8,12501
,,,,,,,,5393.9941,NA,,3024,3,9,12501
,,,,,,,,5393.9941,NA,,3024,3,10,12501
0,0,0,0,0,0,0,0,5393.9941,NA,,3024,3,11,12501
,,,,,,,,5393.9941,NA,,3024,3,12,12501
,,,,,,,,5393.9941,NA,,3024,3,13,12501
1,1,1,1,1,1,1,0,25411.92,NA,,3024,3,0,12502
,,,1,,1,,0,28976.869,NA,,3024,3,5,12502
1,1,1,1,1,0,0,0,28976.869,NA,,3024,3,6,12502
,,,,,,,,28976.869,NA,,3024,3,7,12502
1,1,1,1,1,1,1,0,28976.869,NA,,3024,3,8,12502
0,1,1,1,1,1,1,0,27870.994,NA,,3024,3,0,12503
,,,1,,0,,0,32931.004,NA,,3024,3,5,12503
1,1,1,1,1,1,1,0,32931.004,NA,,3024,3,6,12503
,,,,,,,,32931.004,NA,,3024,3,7,12503
0,1,1,1,1,1,1,0,32931.004,NA,,3024,3,8,12503
,,,,,,,,32931.004,NA,,3024,3,9,12503
,,,,,,,,32931.004,NA,,3024,3,10,12503
0,1,1,1,1,0,1,0,32931.004,NA,,3024,3,11,12503
,,,,,,,,32931.004,NA,,3024,3,12,12503
,,,,,,,,32931.004,NA,,3024,3,13,12503
,,,,,,,,32931.004,NA,,3024,3,14,12503
,,,,,,,,32931.004,NA,,3024,3,15,12503
1,1,1,1,1,1,1,0,21426.285,NA,,3024,3,0,12507
,,,1,,1,,0,29775.789,NA,,3024,3,5,12507
1,1,1,1,1,0,1,0,29775.789,NA,,3024,3,6,12507
,,,,,,,,29775.789,NA,,3024,3,7,12507
1,1,1,1,1,1,1,0,29775.789,NA,,3024,3,8,12507
,,,,,,,,29775.789,NA,,3024,3,9,12507
,,,,,,,,29775.789,NA,,3024,3,10,12507
0,0,1,1,1,1,1,0,29775.789,NA,,3024,3,11,12507
,,,,,,,,29775.789,NA,,3024,3,12,12507
,,,,,,,,29775.789,NA,,3024,3,13,12507
,,,,,,,,29775.789,NA,,3024,3,14,12507
,,,,,,,,29775.789,NA,,3024,3,15,12507
,,,,,,,,29775.789,NA,,3024,3,16,12507
1,0,1,1,1,1,1,0,29817.902,NA,,3024,3,0,12508
,,,1,,1,,1,43964.297,NA,,3024,3,5,12508
1,1,1,1,1,1,1,1,43964.297,NA,,3024,3,6,12508
,,,,,,,,43964.297,NA,,3024,3,7,12508
1,1,1,1,1,1,1,1,43964.297,NA,,3024,3,8,12508
,,,,,,,,43964.297,NA,,3024,3,9,12508
,,,,,,,,43964.297,NA,,3024,3,10,12508
0,0,0,0,0,0,0,0,43964.297,NA,,3024,3,11,12508
,,,,,,,,43964.297,NA,,3024,3,12,12508
,,,,,,,,43964.297,NA,,3024,3,13,12508
,,,,,,,,43964.297,NA,,3024,3,14,12508
,,,,,,,,43964.297,NA,,3024,3,15,12508
0,1,1,1,1,1,1,0,25072.984,NA,,3024,3,0,12509
,,,1,,1,,0,40297.082,NA,,3024,3,5,12509
0,0,1,1,1,1,0,0,40297.082,NA,,3024,3,6,12509
,,,,,,,,40297.082,NA,,3024,3,7,12509
1,1,0,0,0,1,1,0,40297.082,NA,,3024,3,8,12509
,,,,,,,,40297.082,NA,,3024,3,9,12509
,,,,,,,,40297.082,NA,,3024,3,10,12509
0,0,0,0,0,0,0,0,40297.082,NA,,3024,3,11,12509
,,,,,,,,40297.082,NA,,3024,3,12,12509
,,,,,,,,40297.082,NA,,3024,3,13,12509
,,,,,,,,40297.082,NA,,3024,3,14,12509
,,,,,,,,40297.082,NA,,3024,3,15,12509
1,1,1,0,1,0,0,0,19598.26,NA,,3024,3,0,12511
,,,1,,1,,1,23978.732,NA,,3024,3,5,12511
1,1,1,0,1,0,1,0,23978.732,NA,,3024,3,6,12511
,,,,,,,,23978.732,NA,,3024,3,7,12511
1,1,1,1,1,1,1,1,23978.732,NA,,3024,3,8,12511
,,,,,,,,23978.732,NA,,3024,3,9,12511
,,,,,,,,23978.732,NA,,3024,3,10,12511
1,1,1,0,0,1,1,0,23978.732,NA,,3024,3,11,12511
,,,,,,,,23978.732,NA,,3024,3,12,12511
,,,,,,,,23978.732,NA,,3024,3,13,12511
,,,,,,,,23978.732,NA,,3024,3,14,12511
,,,,,,,,23978.732,NA,,3024,3,15,12511
0,0,0,0,0,0,0,0,6033.5562,NA,,3024,3,0,12512
,,,1,,1,,0,6210.8638,NA,,3024,3,5,12512
1,1,1,1,1,1,1,0,6210.8638,NA,,3024,3,6,12512
,,,,,,,,6210.8638,NA,,3024,3,7,12512
1,1,1,1,1,0,1,0,6210.8638,NA,,3024,3,8,12512
,,,,,,,,6210.8638,NA,,3024,3,9,12512
,,,,,,,,6210.8638,NA,,3024,3,10,12512
1,1,1,1,1,1,1,0,6210.8638,NA,,3024,3,11,12512
,,,,,,,,6210.8638,NA,,3024,3,12,12512
,,,,,,,,6210.8638,NA,,3024,3,13,12512
,,,,,,,,6210.8638,NA,,3024,3,14,12512
,,,,,,,,6210.8638,NA,,3024,3,15,12512
0,0,0,0,0,0,0,0,3834.7209,NA,,3024,3,0,12513
,,,1,,1,,0,4691.832,NA,,3024,3,5,12513
1,1,1,1,1,0,1,0,4691.832,NA,,3024,3,6,12513
,,,,,,,,4691.832,NA,,3024,3,7,12513
1,1,1,1,1,0,1,0,4691.832,NA,,3024,3,8,12513
,,,,,,,,4691.832,NA,,3024,3,9,12513
,,,,,,,,4691.832,NA,,3024,3,10,12513
0,1,1,1,1,0,1,0,4691.832,NA,,3024,3,11,12513
,,,,,,,,4691.832,NA,,3024,3,12,12513
,,,,,,,,4691.832,NA,,3024,3,13,12513
,,,,,,,,4691.832,NA,,3024,3,14,12513
,,,,,,,,4691.832,NA,,3024,3,15,12513
0,0,0,0,0,0,0,0,8676.4492,NA,,3024,3,0,12514
,,,1,,0,,0,8440.5234,NA,,3024,3,5,12514
0,0,0,0,0,0,0,0,8440.5234,NA,,3024,3,6,12514
,,,,,,,,8440.5234,NA,,3024,3,7,12514
0,0,0,0,0,0,0,0,8440.5234,NA,,3024,3,8,12514
,,,,,,,,8440.5234,NA,,3024,3,9,12514
,,,,,,,,8440.5234,NA,,3024,3,10,12514
0,0,0,0,0,0,0,0,8440.5234,NA,,3024,3,11,12514
,,,,,,,,8440.5234,NA,,3024,3,12,12514
,,,,,,,,8440.5234,NA,,3024,3,13,12514
,,,,,,,,8440.5234,NA,,3024,3,14,12514
0,0,0,0,0,0,0,0,4024.3389,NA,,3024,3,0,12515
,,,0,,0,,0,4937.1143,NA,,3024,3,5,12515
1,0,0,1,0,0,1,0,4937.1143,NA,,3024,3,6,12515
,,,,,,,,4937.1143,NA,,3024,3,7,12515
0,0,1,0,0,0,0,0,4937.1143,NA,,3024,3,8,12515
,,,,,,,,4937.1143,NA,,3024,3,9,12515
,,,,,,,,4937.1143,NA,,3024,3,10,12515
0,0,0,0,0,0,1,0,4937.1143,NA,,3024,3,11,12515
,,,,,,,,4937.1143,NA,,3024,3,12,12515
,,,,,,,,4937.1143,NA,,3024,3,13,12515
,,,,,,,,4937.1143,NA,,3024,3,14,12515
,,,,,,,,4937.1143,NA,,3024,3,15,12515
,,,,,,,,4937.1143,NA,,3024,3,16,12515
1,1,0,0,1,0,0,0,3464.7136,NA,,3024,3,0,12516
,,,0,,1,,0,4247.0566,NA,,3024,3,5,12516
0,0,0,0,1,0,1,0,4247.0566,NA,,3024,3,6,12516
,,,,,,,,4247.0566,NA,,3024,3,7,12516
0,0,0,0,0,0,0,0,4247.0566,NA,,3024,3,8,12516
,,,,,,,,4247.0566,NA,,3024,3,9,12516
,,,,,,,,4247.0566,NA,,3024,3,10,12516
0,0,0,1,1,0,0,0,4247.0566,NA,,3024,3,11,12516
,,,,,,,,4247.0566,NA,,3024,3,12,12516
,,,,,,,,4247.0566,NA,,3024,3,13,12516
,,,,,,,,4247.0566,NA,,3024,3,14,12516
,,,,,,,,4247.0566,NA,,3024,3,15,12516
1,1,1,0,0,1,0,0,4288.4839,NA,,3024,3,0,12518
,,,1,,0,,0,6062.2627,NA,,3024,3,5,12518
0,0,0,0,0,0,0,0,6062.2627,NA,,3024,3,6,12518
,,,,,,,,6062.2627,NA,,3024,3,7,12518
0,0,0,0,0,0,0,0,6062.2627,NA,,3024,3,8,12518
,,,,,,,,6062.2627,NA,,3024,3,9,12518
,,,,,,,,6062.2627,NA,,3024,3,10,12518
1,1,0,0,0,0,0,0,6062.2627,NA,,3024,3,11,12518
,,,,,,,,6062.2627,NA,,3024,3,12,12518
,,,,,,,,6062.2627,NA,,3024,3,13,12518
,,,,,,,,6062.2627,NA,,3024,3,14,12518
,,,,,,,,6062.2627,NA,,3024,3,15,12518
,,,,,,,,6062.2627,NA,,3024,3,16,12518
1,1,1,0,1,1,0,0,5139.6382,NA,,3024,3,0,12519
,,,1,,0,,0,5511.2837,NA,,3024,3,5,12519
1,1,1,1,1,1,1,1,5511.2837,NA,,3024,3,6,12519
,,,,,,,,5511.2837,NA,,3024,3,7,12519
1,1,1,1,1,0,1,0,5511.2837,NA,,3024,3,8,12519
,,,,,,,,5511.2837,NA,,3024,3,9,12519
,,,,,,,,5511.2837,NA,,3024,3,10,12519
1,1,0,1,1,1,1,0,5511.2837,NA,,3024,3,11,12519
,,,,,,,,5511.2837,NA,,3024,3,12,12519
,,,,,,,,5511.2837,NA,,3024,3,13,12519
,,,,,,,,5511.2837,NA,,3024,3,14,12519
,,,,,,,,5511.2837,NA,,3024,3,15,12519
0,0,0,0,0,0,0,0,4069.5637,NA,,3024,3,0,12520
,,,1,,1,,0,5498.1489,NA,,3024,3,5,12520
1,1,1,1,1,1,1,1,5498.1489,NA,,3024,3,6,12520
,,,,,,,,5498.1489,NA,,3024,3,7,12520
1,1,1,1,1,1,1,0,5498.1489,NA,,3024,3,8,12520
,,,,,,,,5498.1489,NA,,3024,3,9,12520
,,,,,,,,5498.1489,NA,,3024,3,10,12520
0,0,0,1,1,0,0,0,5498.1489,NA,,3024,3,11,12520
,,,,,,,,5498.1489,NA,,3024,3,12,12520
,,,,,,,,5498.1489,NA,,3024,3,13,12520
,,,,,,,,5498.1489,NA,,3024,3,14,12520
,,,,,,,,5498.1489,NA,,3024,3,15,12520
,,,,,,,,5498.1489,NA,,3024,3,16,12520
1,1,1,1,1,1,1,1,3845.7537,NA,,3024,3,0,12521
,,,0,,0,,0,6243.5239,NA,,3024,3,5,12521
1,1,1,1,1,0,0,0,6243.5239,NA,,3024,3,6,12521
,,,,,,,,6243.5239,NA,,3024,3,7,12521
1,1,1,1,1,1,1,1,6243.5239,NA,,3024,3,8,12521
,,,,,,,,6243.5239,NA,,3024,3,9,12521
,,,,,,,,6243.5239,NA,,3024,3,10,12521
1,0,1,1,1,1,1,0,6243.5239,NA,,3024,3,11,12521
,,,,,,,,6243.5239,NA,,3024,3,12,12521
,,,,,,,,6243.5239,NA,,3024,3,13,12521
,,,,,,,,6243.5239,NA,,3024,3,14,12521
,,,,,,,,6243.5239,NA,,3024,3,15,12521
,,,,,,,,6243.5239,NA,,3024,3,16,12521
1,1,1,1,1,1,0,0,3773.8892,NA,,3024,3,0,12523
,,,1,,1,,0,6769.3218,NA,,3024,3,5,12523
0,0,0,1,0,1,0,0,6769.3218,NA,,3024,3,6,12523
,,,,,,,,6769.3218,NA,,3024,3,7,12523
1,1,1,1,0,1,1,0,6769.3218,NA,,3024,3,8,12523
,,,,,,,,6769.3218,NA,,3024,3,9,12523
,,,,,,,,6769.3218,NA,,3024,3,10,12523
1,1,1,1,1,1,1,0,6769.3218,NA,,3024,3,11,12523
,,,,,,,,6769.3218,NA,,3024,3,12,12523
,,,,,,,,6769.3218,NA,,3024,3,13,12523
,,,,,,,,6769.3218,NA,,3024,3,14,12523
,,,,,,,,6769.3218,NA,,3024,3,15,12523
,,,,,,,,6769.3218,NA,,3024,3,16,12523
1,1,1,1,1,1,1,0,4982.0015,NA,,3024,3,0,12524
,,,1,,1,,1,9180.4121,NA,,3024,3,5,12524
0,1,1,1,1,1,1,0,9180.4121,NA,,3024,3,6,12524
,,,,,,,,9180.4121,NA,,3024,3,7,12524
1,1,1,1,1,1,1,0,9180.4121,NA,,3024,3,8,12524
,,,,,,,,9180.4121,NA,,3024,3,10,12524
1,1,1,1,1,0,1,0,9180.4121,NA,,3024,3,11,12524
,,,,,,,,9180.4121,NA,,3024,3,12,12524
,,,,,,,,9180.4121,NA,,3024,3,13,12524
,,,,,,,,9180.4121,NA,,3024,3,14,12524
,,,,,,,,9180.4121,NA,,3024,3,15,12524
,,,,,,,,9180.4121,NA,,3024,3,16,12524
1,1,1,1,1,1,0,0,5218.7764,NA,,3024,3,0,12526
,,,1,,1,,1,5303.4458,NA,,3024,3,5,12526
1,1,1,1,1,0,1,1,5303.4458,NA,,3024,3,6,12526
,,,,,,,,5303.4458,NA,,3024,3,7,12526
1,1,1,1,1,1,0,0,5303.4458,NA,,3024,3,8,12526
,,,,,,,,5303.4458,NA,,3024,3,9,12526
,,,,,,,,5303.4458,NA,,3024,3,10,12526
1,0,0,0,0,0,0,0,5303.4458,NA,,3024,3,11,12526
,,,,,,,,5303.4458,NA,,3024,3,12,12526
,,,,,,,,5303.4458,NA,,3024,3,13,12526
,,,,,,,,5303.4458,NA,,3024,3,14,12526
,,,,,,,,5303.4458,NA,,3024,3,15,12526
,,,,,,,,5303.4458,NA,,3024,3,16,12526
1,1,1,0,1,1,0,0,5227.186,NA,,3024,3,0,12527
,,,0,,0,,0,5955.73,NA,,3024,3,5,12527
1,1,1,1,1,1,0,0,5955.73,NA,,3024,3,6,12527
,,,,,,,,5955.73,NA,,3024,3,7,12527
0,0,1,0,0,1,0,0,5955.73,NA,,3024,3,8,12527
,,,,,,,,5955.73,NA,,3024,3,9,12527
,,,,,,,,5955.73,NA,,3024,3,10,12527
1,1,1,1,1,1,1,1,5955.73,NA,,3024,3,11,12527
,,,,,,,,5955.73,NA,,3024,3,12,12527
,,,,,,,,5955.73,NA,,3024,3,13,12527
,,,,,,,,5955.73,NA,,3024,3,14,12527
,,,,,,,,5955.73,NA,,3024,3,15,12527
1,1,1,1,1,1,1,0,2639.3218,NA,,3024,3,0,12532
,,,1,,1,,0,3938.0771,NA,,3024,3,5,12532
1,1,1,1,1,1,1,0,3938.0771,NA,,3024,3,6,12532
,,,,,,,,3938.0771,NA,,3024,3,7,12532
1,1,1,1,1,1,1,0,3938.0771,NA,,3024,3,8,12532
,,,,,,,,3938.0771,NA,,3024,3,9,12532
,,,,,,,,3938.0771,NA,,3024,3,10,12532
0,1,1,0,0,1,0,0,3938.0771,NA,,3024,3,11,12532
,,,,,,,,3938.0771,NA,,3024,3,12,12532
,,,,,,,,3938.0771,NA,,3024,3,13,12532
,,,,,,,,3938.0771,NA,,3024,3,14,12532
,,,,,,,,3938.0771,NA,,3024,3,15,12532
,,,,,,,,3938.0771,NA,,3024,3,16,12532
1,1,1,1,1,1,1,0,2873.0381,NA,,3024,3,0,12533
,,,1,,1,,0,3416.5959,NA,,3024,3,5,12533
1,1,1,1,1,1,1,1,3416.5959,NA,,3024,3,6,12533
,,,,,,,,3416.5959,NA,,3024,3,7,12533
1,1,1,1,1,1,1,0,3416.5959,NA,,3024,3,8,12533
,,,,,,,,3416.5959,NA,,3024,3,9,12533
,,,,,,,,3416.5959,NA,,3024,3,10,12533
1,1,1,1,1,1,1,0,3416.5959,NA,,3024,3,11,12533
,,,,,,,,3416.5959,NA,,3024,3,12,12533
,,,,,,,,3416.5959,NA,,3024,3,13,12533
,,,,,,,,3416.5959,NA,,3024,3,14,12533
,,,,,,,,3416.5959,NA,,3024,3,15,12533
,,,,,,,,3416.5959,NA,,3024,3,16,12533
0,0,0,0,0,0,0,0,3463.4702,NA,,3024,3,0,12534
,,,1,,1,,0,3184.5173,NA,,3024,3,5,12534
1,1,1,0,1,0,0,0,3184.5173,NA,,3024,3,6,12534
,,,,,,,,3184.5173,NA,,3024,3,7,12534
0,0,0,0,0,0,0,0,3184.5173,NA,,3024,3,8,12534
,,,,,,,,3184.5173,NA,,3024,3,9,12534
,,,,,,,,3184.5173,NA,,3024,3,10,12534
0,0,0,0,0,0,0,0,3184.5173,NA,,3024,3,11,12534
,,,,,,,,3184.5173,NA,,3024,3,12,12534
,,,,,,,,3184.5173,NA,,3024,3,13,12534
,,,,,,,,3184.5173,NA,,3024,3,14,12534
,,,,,,,,3184.5173,NA,,3024,3,15,12534
0,0,0,0,0,0,0,0,2138.3506,NA,,3024,3,0,12536
,,,0,,0,,0,2955.2603,NA,,3024,3,5,12536
1,1,0,1,1,0,0,0,2955.2603,NA,,3024,3,6,12536
,,,,,,,,2955.2603,NA,,3024,3,7,12536
0,0,0,0,0,0,0,0,2955.2603,NA,,3024,3,8,12536
,,,,,,,,2955.2603,NA,,3024,3,9,12536
,,,,,,,,2955.2603,NA,,3024,3,10,12536
0,0,0,0,0,0,0,0,2955.2603,NA,,3024,3,11,12536
,,,,,,,,2955.2603,NA,,3024,3,12,12536
,,,,,,,,2955.2603,NA,,3024,3,13,12536
,,,,,,,,2955.2603,NA,,3024,3,14,12536
,,,,,,,,2955.2603,NA,,3024,3,15,12536
,,,,,,,,2955.2603,NA,,3024,3,16,12536
0,0,0,0,0,0,0,0,2444.4348,NA,,3024,3,0,12537
,,,0,,0,,0,2697.8562,NA,,3024,3,5,12537
0,0,0,0,0,0,0,0,2697.8562,NA,,3024,3,6,12537
,,,,,,,,2697.8562,NA,,3024,3,7,12537
0,0,0,0,0,0,1,0,2697.8562,NA,,3024,3,8,12537
,,,,,,,,2697.8562,NA,,3024,3,9,12537
,,,,,,,,2697.8562,NA,,3024,3,10,12537
0,0,0,0,0,0,0,0,2697.8562,NA,,3024,3,11,12537
,,,,,,,,2697.8562,NA,,3024,3,12,12537
,,,,,,,,2697.8562,NA,,3024,3,13,12537
,,,,,,,,2697.8562,NA,,3024,3,14,12537
,,,,,,,,2697.8562,NA,,3024,3,15,12537
1,1,1,0,1,1,1,0,1276.217,NA,,3024,3,0,12539
,,,0,,0,,0,2523.582,NA,,3024,3,5,12539
0,1,0,0,1,0,0,0,2523.582,NA,,3024,3,6,12539
,,,,,,,,2523.582,NA,,3024,3,7,12539
0,1,1,1,1,0,0,0,2523.582,NA,,3024,3,8,12539
,,,,,,,,2523.582,NA,,3024,3,9,12539
,,,,,,,,2523.582,NA,,3024,3,10,12539
0,1,1,1,1,0,0,0,2523.582,NA,,3024,3,11,12539
,,,,,,,,2523.582,NA,,3024,3,12,12539
,,,,,,,,2523.582,NA,,3024,3,13,12539
,,,,,,,,2523.582,NA,,3024,3,14,12539
,,,,,,,,2523.582,NA,,3024,3,15,12539
1,1,1,1,1,1,0,0,2477.0481,NA,,3024,3,0,12540
,,,1,,1,,1,3335.1694,NA,,3024,3,5,12540
0,0,0,0,0,0,0,0,3335.1694,NA,,3024,3,6,12540
,,,,,,,,3335.1694,NA,,3024,3,7,12540
0,0,0,0,0,0,0,0,3335.1694,NA,,3024,3,8,12540
,,,,,,,,3335.1694,NA,,3024,3,9,12540
,,,,,,,,3335.1694,NA,,3024,3,10,12540
0,0,0,0,1,1,1,0,3335.1694,NA,,3024,3,11,12540
,,,,,,,,3335.1694,NA,,3024,3,12,12540
,,,,,,,,3335.1694,NA,,3024,3,13,12540
,,,,,,,,3335.1694,NA,,3024,3,15,12540
1,1,0,0,0,0,0,0,14945.686,NA,,3024,3,0,12542
,,,1,,0,,0,16049.052,NA,,3024,3,5,12542
0,0,0,0,0,0,0,0,16049.052,NA,,3024,3,6,12542
,,,,,,,,16049.052,NA,,3024,3,7,12542
0,0,0,0,0,0,0,0,16049.052,NA,,3024,3,8,12542
,,,,,,,,16049.052,NA,,3024,3,9,12542
,,,,,,,,16049.052,NA,,3024,3,10,12542
,,,,,,,,16049.052,NA,,3024,3,12,12542
,,,,,,,,16049.052,NA,,3024,3,13,12542
,,,,,,,,16049.052,NA,,3024,3,14,12542
,,,,,,,,16049.052,NA,,3024,3,15,12542
0,0,0,0,0,0,0,0,8289.7861,NA,,3024,3,0,12544
,,,0,,0,,0,10275.523,NA,,3024,3,5,12544
0,0,0,0,0,0,0,0,10275.523,NA,,3024,3,6,12544
,,,,,,,,10275.523,NA,,3024,3,7,12544
0,0,0,0,0,0,0,0,10275.523,NA,,3024,3,8,12544
,,,,,,,,10275.523,NA,,3024,3,9,12544
,,,,,,,,10275.523,NA,,3024,3,10,12544
0,0,0,0,0,0,0,0,10275.523,NA,,3024,3,11,12544
,,,,,,,,10275.523,NA,,3024,3,12,12544
,,,,,,,,10275.523,NA,,3024,3,13,12544
,,,,,,,,10275.523,NA,,3024,3,14,12544
,,,,,,,,10275.523,NA,,3024,3,15,12544
0,0,0,0,0,0,0,0,3259.9092,NA,,3024,3,0,12548
,,,1,,1,,1,3402.6743,NA,,3024,3,5,12548
1,1,1,1,1,1,1,1,3402.6743,NA,,3024,3,6,12548
,,,,,,,,3402.6743,NA,,3024,3,7,12548
1,1,1,0,1,1,1,0,3402.6743,NA,,3024,3,8,12548
,,,,,,,,3402.6743,NA,,3024,3,9,12548
,,,,,,,,3402.6743,NA,,3024,3,10,12548
1,1,1,1,1,1,1,1,3402.6743,NA,,3024,3,11,12548
,,,,,,,,3402.6743,NA,,3024,3,12,12548
,,,,,,,,3402.6743,NA,,3024,3,13,12548
,,,,,,,,3402.6743,NA,,3024,3,14,12548
,,,,,,,,3402.6743,NA,,3024,3,15,12548
,,,,,,,,3402.6743,NA,,3024,3,16,12548
1,1,1,1,1,1,0,0,1205.0702,NA,,3024,3,0,12549
,,,1,,0,,0,1278.574,NA,,3024,3,5,12549
1,1,1,1,1,0,0,0,1278.574,NA,,3024,3,6,12549
,,,,,,,,1278.574,NA,,3024,3,7,12549
0,1,1,1,1,0,0,0,1278.574,NA,,3024,3,8,12549
,,,,,,,,1278.574,NA,,3024,3,9,12549
,,,,,,,,1278.574,NA,,3024,3,10,12549
1,0,1,0,1,0,0,0,1278.574,NA,,3024,3,11,12549
,,,,,,,,1278.574,NA,,3024,3,12,12549
,,,,,,,,1278.574,NA,,3024,3,13,12549
,,,,,,,,1278.574,NA,,3024,3,14,12549
,,,,,,,,1278.574,NA,,3024,3,15,12549
0,0,0,0,0,0,0,0,2205.6003,NA,,3024,3,0,12550
,,,0,,0,,0,2149.3098,NA,,3024,3,5,12550
0,0,0,0,0,0,0,0,2149.3098,NA,,3024,3,6,12550
,,,,,,,,2149.3098,NA,,3024,3,7,12550
0,0,0,0,0,0,0,0,2149.3098,NA,,3024,3,8,12550
,,,,,,,,2149.3098,NA,,3024,3,9,12550
,,,,,,,,2149.3098,NA,,3024,3,10,12550
0,0,0,0,0,0,0,0,2149.3098,NA,,3024,3,11,12550
,,,,,,,,2149.3098,NA,,3024,3,12,12550
,,,,,,,,2149.3098,NA,,3024,3,13,12550
,,,,,,,,2149.3098,NA,,3024,3,14,12550
,,,,,,,,2149.3098,NA,,3024,3,15,12550
0,0,0,0,0,0,0,0,21422.301,NA,0,3025,3,0,12558
,,,0,,0,,0,21192.898,NA,0,3025,3,5,12558
0,1,1,0,0,0,0,0,21192.898,NA,0,3025,3,6,12558
,,,,,,,,21192.898,NA,0,3025,3,7,12558
0,0,0,0,0,0,0,0,21192.898,NA,0,3025,3,8,12558
,,,,,,,,21192.898,NA,0,3025,3,9,12558
,,,,,,,,21192.898,NA,0,3025,3,10,12558
0,1,0,0,0,0,0,0,21192.898,NA,0,3025,3,11,12558
,,,,,,,,21192.898,NA,0,3025,3,12,12558
,,,,,,,,21192.898,NA,0,3025,3,13,12558
